Environment id;Date and Time;Position:X;Position:Y;Position:Z;Rotation:W;Rotation:X;Rotation:Y;Rotation:Z
0;22-1-2023 22:37;50;10,43797;-30;1;0;0;0
0;22-1-2023 22:37;50;10,43403;-30;1;0;0;0
0;22-1-2023 22:37;50;10,41439;-30;1;0;0;0
0;22-1-2023 22:37;50;10,41439;-30;1;0;0;0
0;22-1-2023 22:37;50;10,27671;-30;1;0;0;0
0;22-1-2023 22:37;50;10,27671;-30;1;0;0;0
0;22-1-2023 22:37;50;10,20795;-30;1;0;0;0
0;22-1-2023 22:37;50;10,20795;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,11289;-30;1;0;0;0
0;22-1-2023 22:37;50;10,10931;-29,98922;1;0;0;0
0;22-1-2023 22:37;50;10,10095;-29,96401;1;0;0;0
0;22-1-2023 22:37;50;10,07919;-29,8992;1;0;0;0
0;22-1-2023 22:37;50;10,0885;-29,80197;1;0;0;0
0;22-1-2023 22:37;50;10,10441;-29,71917;1;0;0;0
0;22-1-2023 22:37;50;10,11837;-29,62197;1;0;0;0
0;22-1-2023 22:37;50;10,10374;-29,44914;1;0;0;0
0;22-1-2023 22:37;50;10,07776;-29,24388;1;0;0;0
0;22-1-2023 22:37;50;10,05809;-29,08901;1;0;0;0
0;22-1-2023 22:37;50;10,03695;-28,91971;1;0;0;0
0;22-1-2023 22:37;50;10,00193;-28,63889;1;0;0;0
0;22-1-2023 22:37;50;9,963357;-28,32558;1;0;0;0
0;22-1-2023 22:37;50;9,935455;-28,09895;1;0;0;0
0;22-1-2023 22:37;50;9,907932;-27,85985;1;0;0;0
0;22-1-2023 22:37;50;9,870292;-27,49996;1;0;0;0
0;22-1-2023 22:37;50;9,832941;-27,13969;1;0;0;0
0;22-1-2023 22:37;50;9,811316;-26,89973;1;0;0;0
0;22-1-2023 22:37;50;9,79128;-26,65963;1;0;0;0
0;22-1-2023 22:37;50;9,764034;-26,29946;1;0;0;0
0;22-1-2023 22:37;50;9,736542;-25,93944;1;0;0;0
0;22-1-2023 22:37;50;9,718481;-25,69938;1;0;0;0
0;22-1-2023 22:37;50;9,699911;-25,4592;1;0;0;0
0;22-1-2023 22:37;50;9,673347;-25,0995;1;0;0;0
0;22-1-2023 22:37;50;9,652315;-24,73934;1;0;0;0
0;22-1-2023 22:37;50;9,641893;-24,49953;1;0;0;0
0;22-1-2023 22:37;50;9,631445;-24,25912;1;0;0;0
0;22-1-2023 22:37;50;9,62836;-23,89919;1;0;0;0
0;22-1-2023 22:37;50;9,656623;-23,53886;1;0;0;0
0;22-1-2023 22:37;50;9,67524;-23,29906;1;0;0;0
0;22-1-2023 22:37;50;9,687321;-23,05925;1;0;0;0
0;22-1-2023 22:37;50;9,701015;-22,69896;1;0;0;0
0;22-1-2023 22:37;50;9,707299;-22,33891;1;0;0;0
0;22-1-2023 22:37;50;9,711492;-22,09877;1;0;0;0
0;22-1-2023 22:37;50;9,700257;-21,85881;1;0;0;0
0;22-1-2023 22:37;50;9,659121;-21,49887;1;0;0;0
0;22-1-2023 22:37;50;9,619273;-21,13853;1;0;0;0
0;22-1-2023 22:37;50;9,589045;-20,89851;1;0;0;0
0;22-1-2023 22:37;50;9,558949;-20,65848;1;0;0;0
0;22-1-2023 22:37;50;9,509402;-20,29843;1;0;0;0
0;22-1-2023 22:37;50;9,459924;-19,93816;1;0;0;0
0;22-1-2023 22:37;50;9,426524;-19,69836;1;0;0;0
0;22-1-2023 22:37;50;9,3931;-19,45856;1;0;0;0
0;22-1-2023 22:37;50;9,342583;-19,0987;1;0;0;0
0;22-1-2023 22:37;50;9,282681;-18,73824;1;0;0;0
0;22-1-2023 22:37;50;9,240754;-18,49844;1;0;0;0
0;22-1-2023 22:37;50;9,198786;-18,2584;1;0;0;0
0;22-1-2023 22:37;50;9,135744;-17,89786;1;0;0;0
0;22-1-2023 22:37;50;9,072759;-17,53763;1;0;0;0
0;22-1-2023 22:37;50;9,030833;-17,29783;1;0;0;0
0;22-1-2023 22:37;50;8,988907;-17,05803;1;0;0;0
0;22-1-2023 22:37;50;8,926018;-16,69832;1;0;0;0
0;22-1-2023 22:37;50;8,86313;-16,33862;1;0;0;0
0;22-1-2023 22:37;50;8,821142;-16,09848;1;0;0;0
0;22-1-2023 22:37;50,00083;8,779924;-15,85868;0,9999941;0;0,003444192;0
0;22-1-2023 22:37;50,00414;8,750768;-15,4987;0,9999866;0;0,005170395;0
0;22-1-2023 22:37;50,01034;8,720721;-15,13869;0,9999465;0;0,01034165;0
0;22-1-2023 22:37;50,01531;8,705414;-14,89858;0,9999465;0;0,01034165;0
0;22-1-2023 22:37;50,02027;8,690208;-14,65869;0,9999465;0;0,01034165;0
0;22-1-2023 22:37;50,02813;8,672891;-14,29872;0,9999272;0;0,01206576;0
0;22-1-2023 22:37;50,03436;8,661409;-14,05809;0,9999049;0;0,01379223;0
0;22-1-2023 22:37;50,04429;8,645037;-13,69783;0,9999049;0;0,01379223;0
0;22-1-2023 22:37;50,05257;8,636848;-13,45778;0,9998515;0;0,01723601;0
0;22-1-2023 22:37;50,06498;8,624291;-13,09793;0,9998515;0;0,01723601;0
0;22-1-2023 22:37;50,07325;8,617489;-12,85815;0,9998515;0;0,01723601;0
0;22-1-2023 22:37;50,08567;8,608903;-12,49818;0,9998515;0;0,01723601;0
0;22-1-2023 22:37;50,09394;8,603966;-12,25824;0,9998515;0;0,01723601;0
0;22-1-2023 22:37;50,10635;8,622214;-11,89839;0,9998515;0;0,01723601;0
0;22-1-2023 22:37;50,11462;8,66317;-11,65873;0,9998515;0;0,01723601;0
0;22-1-2023 22:37;50,12703;8,724572;-11,29869;0,9998515;0;0,01723601;0
0;22-1-2023 22:37;50,13531;8,776643;-11,05878;0,9998515;0;0,01723601;0
0;22-1-2023 22:37;50,14606;8,862779;-10,69923;0,9999049;0;0,01379223;0
0;22-1-2023 22:37;50,15226;8,925937;-10,45951;0,9999272;0;0,01207028;0
0;22-1-2023 22:37;50,16013;9,008434;-10,09905;0,9999465;0;0,01034401;0
0;22-1-2023 22:37;50,16509;9,023211;-9,859108;0,9999465;0;0,01034401;0
0;22-1-2023 22:37;50,17213;9,035212;-9,49907;0,9999629;0;0,00862199;0
0;22-1-2023 22:37;50,17627;9,040211;-9,258929;0,9999629;0;0,00862199;0
0;22-1-2023 22:37;50,18206;9,013015;-8,899031;0,9999762;0;0,006899943;0
0;22-1-2023 22:37;50,18538;8,977144;-8,65902;0,9999762;0;0,006899943;0
0;22-1-2023 22:37;50,19035;8,914157;-8,298813;0,9999762;0;0,006899943;0
0;22-1-2023 22:37;50,19366;8,8722;-8,058861;0,9999762;0;0,006899943;0
0;22-1-2023 22:37;50,19863;8,809245;-7,698832;0,9999762;0;0,006899943;0
0;22-1-2023 22:37;50,20194;8,767319;-7,459051;0,9999762;0;0,006899943;0
0;22-1-2023 22:37;50,20691;8,704298;-7,09866;0,9999762;0;0,006899943;0
0;22-1-2023 22:37;50,21022;8,662348;-6,858745;0,9999762;0;0,006899943;0
0;22-1-2023 22:37;50,21395;8,599404;-6,498765;0,9999866;0;0,005175875;0
0;22-1-2023 22:37;50,21644;8,579667;-6,258549;0,9999866;0;0,005175875;0
0;22-1-2023 22:37;50,22016;8,578403;-5,898658;0,9999866;0;0,005175875;0
